RaceID,Name,Time,Gender,Age_Lower,Age_Upper,Shoes
NY19,Jennifer Vucinich,10731,F,25,29,Nike Next%
NY19,Victoria Robitaille,10731,F,30,34,
NY19,Samir Mouffok,10720,M,25,29,
NY19,Guillaume Frechette,10727,M,45,49,Nike Next%
NY19,Andrew Pelliccia,10726,M,25,29,
NY19,Wilburg Carvajal,10732,M,35,39,Nike Vaporfly Next%
NY19,Carlos Navarro Galicia,10730,M,40,44,Saucony kinvara 5
NY19,Mark Rhynes,10737,M,35,39,
NY19,David Millar,10733,M,40,44,
NY19,Ethan Seltzer,10742,M,20,24,Saucony Liberty ISO
NY19,Donald Surdoval,10742,M,30,34,New Balance 1500 v5
NY19,Alex Orlando,10743,M,25,29,ASICS DS Trainer 19
NY19,Alyssa Mahoney,10746,F,30,34,
NY19,Cullen Price,10747,M,45,49,
NY19,Maxime Colin,10749,M,25,29,
NY19,Olof Dallner,10747,M,40,44,
NY19,Dominic Westcott-White,10748,M,25,29,
NY19,Mike Lane,10746,M,40,44,
NY19,Cuan Coetzee,10747,M,30,34,
NY19,James Innes,10751,M,25,29,
NY19,Jennifer Zopp,10750,F,35,39,
NY19,Sven Brehm,10755,M,40,44,
NY19,Michal Gil,10738,M,35,39,
NY19,Jarrod Holt,10751,M,35,39,
NY19,Nicholas Fiore,10755,M,35,39,
NY19,Jeremy Bridges,10749,M,40,44,
NY19,William Chapin,10749,M,45,49,Nike Pegasus Turbo 2/Black
NY19,Zachary Fogarty,10756,M,30,34,Saucony Kinvara 9 (Boston)
NY19,Linh Dinh,10755,M,35,39,Nike Vaporfly Next%
NY19,Rodrigo Farias,10752,M,35,39,
NY19,John Chan,10760,M,45,49,Nike Vaporfly Next%
NY19,Sean Lilley,10756,M,25,29,
NY19,Benjamin Bouilloz,10756,M,35,39,
NY19,Jorge Ospina,10762,M,45,49,adidas Ultra's purple
NY19,Rollo Gwyn-Jones,10764,M,30,34,
NY19,Shane Ryan,10765,M,35,39,Nike Vapour Next%
NY19,Ian Howard,10761,M,40,44,Nike Pegasus Zoom Turbo
NY19,Mark Heider,10758,M,35,39,
NY19,Erik Fonseca,10761,M,45,49,
NY19,Sean Gray,10761,M,35,39,Nike Vaporfly Next %
NY19,Nicholas Fung,10761,M,25,29,
NY19,Gilbert Sanchez,10759,M,45,49,Nike ZoomX VaporFly Next% 2
NY19,Alexander Aleksandrovich,10766,M,35,39,adidas Adizero Adios 3
NY19,Vicky Fouhy,10759,F,25,29,
NY19,Beau Atwater,10761,M,60,64,
NY19,Paul Brown,10767,M,40,44,Nike Air Pegasus
NY19,Tak Kiu Pun,10768,M,35,39,adidas Boston 7
NY19,Par Arvered,10765,M,40,44,
NY19,Justin Wood,10771,M,30,34,Brooks Adrenaline GTS
NY19,David Millar,10733,M,40,44,Nike Pegasus Turbo
NY19,Eddie Ebani,10764,M,45,49,
NY19,Evan Stone,10770,M,35,39,Nike Next%
NY19,Anthony Chan,10771,M,25,29,Nike Vaporfyknit 4% (#2)
NY19,Jesse Beijer,10775,M,30,34,Saucony Freedom ISO
NY19,Jake Schlessinger,10772,M,20,24,Nike Odyssey React 2
NY19,David Yoo,10775,M,45,49,Nike ZoomX Vaporfly Next%
NY19,Pawel Czudec,10778,M,40,44,adidas Boston 8
NY19,Oleg Yasenov,10775,M,35,39,
NY19,Phillip Soncasie,10776,M,25,29,
NY19,Charles Nyman,10774,M,40,44,Nike Vapor Fly Next %
NY19,Tiago Machado,10776,M,45,49,New Balance 1500 v5
NY19,Sergey Kornev,10783,M,50,54,
NY19,Grant Linsell,10784,M,40,44,
NY19,Christian Sacoto Silva,10784,M,40,44,
NY19,Nathaniel Diamond,10788,M,20,24,
NY19,Jeffrey Tente,10791,M,30,34,Nike ZoomX Vaporfly Next%
NY19,Matt Tobey,10791,M,35,39,
NY19,Aj Bauser,10789,M,25,29,
NY19,Eric Meder,10795,M,30,34,On Cloudsurfer 09-24-19
NY19,Emilio Quiroz,10798,M,40,44,
NY19,Alex Orlando,10743,M,25,29,Nike ZoomX Vaporfly Next%
NY19,Jason Homorody,10801,M,45,49,
NY19,Joep Harmsen,10798,M,25,29,HOKA ONE ONE Rincon
NY19,Timothy Carey,10801,M,35,39,Nike Next%
NY19,Jeffrey Pawola,10802,M,30,34,adidas adios
NY19,Zach Shemon,10800,M,35,39,
NY19,Evelien Hupkens,10810,F,25,29,Nike Vapor Fly Next %
NY19,Richard Sames,10797,M,30,34,
NY19,Samuel Andrew,10817,M,30,34,
NY19,Nick Humphrey-Taylor,10816,M,45,49,adidas ultra boost black
NY19,Ken Ginsburg,10814,M,50,54,Nike Air Zoom Pegasus Turbo
NY19,Joelle Flueck,10807,F,30,34,
NY19,Winston Mei,10818,M,45,49,Nike Vaporfly Next%
NY19,Stefan Welti,10816,M,30,34,
NY19,John Gignac,10815,M,30,34,New Balance 880v8
NY19,Matthew Connors,10820,M,40,44,
NY19,Michael Lebbon,10832,M,30,34,
NY19,Daniel Redondo Muñoz,10821,M,25,29,
NY19,Vemund Sande,10835,M,25,29,Nike Next% Grønne
NY19,Peter Gliatto,10834,M,45,49,
NY19,Manfred Winkler,10831,M,40,44,On Cloud X
NY19,Clément Quernin,10832,M,30,34,
NY19,Luis Barata,10838,M,50,54,Nike Zoom Fly
NY19,Robert Gannett,10837,M,40,44,
NY19,John Lobo,10839,M,25,29,
NY19,Ryan Natalini,10839,M,35,39,Nike 4%
NY19,James Rose,10821,M,25,29,Nike Vaporfly Next%
NY19,Bard Fornebo,10835,M,50,54,
NY19,Ruben Van Der Linden,10841,M,35,39,
NY19,Filippo Ardesi,10840,M,45,49,
NY19,Gabriele Gaffuri,10843,M,20,24,
NY19,Sam Cochran,10842,M,35,39,
NY19,Mary Katherine Andrews,10848,F,20,24,Saucony Kinvara
NY19,Jeffrey Omega,10844,M,40,44,
NY19,Matteo Nodari,10847,M,25,29,
NY19,Oscar Montserrat Aguilo,10853,M,25,29,Nike Zoom Fly 3 Green/Black
NY19,Emilio Quiroz,10798,M,40,44,
NY19,Robin Todd,10857,M,40,44,
NY19,Terence Lee,10862,M,30,34,
NY19,Alexander Skrine,10822,M,40,44,Nike VaporFly 4%
NY19,Junhua Jian,10860,M,45,49,
NY19,Bouchaib Kallay,10863,M,45,49,
NY19,Nathan Rugg,10866,M,40,44,Nike Next %
NY19,Franc Mouwen,10867,M,45,49,
NY19,Didier Girard,10867,M,50,54,
NY19,Eduardo Cuevas,10864,M,35,39,
NY19,Tom Ivancik,10875,M,40,44,
NY19,Sara Bagnell,10852,F,20,24,
NY19,Albert Kao,10879,M,30,34,
NY19,Glenn Myers,10884,M,30,34,Skechers Gorun Razor 3 hyper
NY19,Ari Ofsevit,10882,M,35,39,New Balance minima
NY19,Marcelo Verdesoto,10894,M,35,39,
NY19,Christoffer Johnston,10888,M,30,34,adidas adizero
NY19,Rich Benjes,10885,M,40,44,
NY19,Dana Stumpff,10889,F,25,29,
NY19,Topher Chavis,10891,M,35,39,Nike ZoomX Vaporfly Next% - Yellow
NY19,Robin Tu,10891,M,25,29,HOKA ONE ONE Evo Carbon Rocket
NY19,Alice Grant,10890,F,25,29,
NY19,Cesar Augusto de Oliveira,10891,M,35,39,
NY19,John Quaye,10891,M,35,39,Nike Next%
NY19,Matthew Stevens,10903,M,35,39,Nike Next%
NY19,Flavio Lucena,10898,M,30,34,adidas Adios Adizero
NY19,Teresa Escobar,10904,F,30,34,
NY19,Jimmy Bonneau,10904,M,35,39,
NY19,Marcio M. Macedo,10899,M,45,49,
NY19,Ashley Benson,10907,F,30,34,
NY19,Joyjit Kundu,10903,M,45,49,
NY19,Samuel Hyams,10908,M,25,29,ASICS 2000-3
NY19,Lanie Van Heerden,10904,M,35,39,
NY19,John McCarthy,10908,M,35,39,Nike Vaporfly Next%
NY19,Patrick Redding,10913,M,35,39,Nike Vaporfly Next%
NY19,Joel Wilke,10906,M,30,34,Nike Next %
NY19,Diego Monton,10903,M,45,49,
NY19,Chris Brennan,10911,M,40,44,adidas Ultra Boost
NY19,Jon Low,10917,M,30,34,Saucony Freedom iso 2
NY19,Alana Levy,10920,F,30,34,Nike Lunar Glide +4
NY19,Katherine Ahokas,10916,F,35,39,
NY19,Kevin MacDonald,10926,M,35,39,Nike AIR ZOOM STREAK LT3
NY19,Anthony Maranzano,10929,M,45,49,Nike Vaporfly Nextpercent
NY19,Axel Nunez,10934,M,30,34,Nike ZoomX Vaporfly Next%
NY19,Charlotte Neale,10940,F,30,34,Nike Zoom Fly 3
NY19,Robert Wilson,10940,M,25,29,
NY19,Annerie Kruger,10944,F,35,39,
NY19,Chris Rupp,10945,M,35,39,Brooks Asteria
NY19,Dmitrii Khadikov,10945,M,35,39,
NY19,Kimberly Bennett,10937,F,30,34,
NY19,Gaston Gomez,10948,M,35,39,
NY19,Jason Jacobs,10916,M,40,44,
NY19,Luis Costa,10953,M,40,44,Nike Vaporfly Next%
NY19,Andrew Currell,10953,M,30,34,Saucony Kinvara
NY19,Charles Savignon,10955,M,40,44,Nike Vaporfly Next%
NY19,Aaron Gallagher,10954,M,35,39,
NY19,Andrew Smicker,10957,M,35,39,Saucony Type A10
NY19,Jeremy Levy,10957,M,40,44,Nike Next %
NY19,Bruno Guigas,10960,M,40,44,
NY19,Martin Arms,10944,M,45,49,
NY19,Cynthya Lozada,10961,F,35,39,
NY19,Charley Bacry,10960,M,35,39,
NY19,Pablo Kuhn,10962,M,35,39,On Cloudrush
NY19,Benton Yetman,10963,M,40,44,Nike ZoomX Vaporfly Next%
NY19,Thomas Skjaerbekk,10965,M,45,49,Nike Vaporfly 4% Flyknit
NY19,Sean Smith,10971,M,40,44,Nike ZoomX Vaporfly Next%
NY19,Simon Chandler,10971,M,50,54,Saucony Freedom
NY19,Erin Jaffke,10976,F,25,29,Nike Next%
NY19,Matt Steel,10970,M,45,49,
NY19,Freek Verbakel,10977,M,30,34,
NY19,Michael Bogden,10977,M,30,34,
NY19,Dan Brounstein,10974,M,45,49,Salomon ProPulse
NY19,Francisco Javier Franco,10946,M,40,44,
NY19,Andrew Vogel,10984,M,35,39,Topo M-ST-3
NY19,Brooke Hartley,10981,F,30,34,
NY19,Nikita Steiner,10991,F,25,29,HOKA ONE ONE Carbon X
NY19,Richard Harrison,10979,M,50,54,
NY19,Miloslav Popovic,10988,M,40,44,
NY19,Joel Langley,10995,M,30,34,Nike Zoom Fly Flyknit
NY19,Barry Redmond,10999,M,45,49,
NY19,Philipp Lütolf,11006,M,25,29,Saucony kinvara 10
NY19,John McAlister,10999,M,45,49,HOKA ONE ONE Rincon
NY19,Christian Castiblanco Orozco,11005,M,30,34,
NY19,Steven Cahall,11009,M,35,39,
NY19,Régis Nicolas,11004,M,50,54,
NY19,Blake Pearson,11009,M,40,44,Nike Pegasus Turbo
NY19,Daniele Ottelli,11012,M,40,44,
NY19,Jeff Clarke,11013,M,40,44,
NY19,Jay Bowley,11018,M,45,49,
NY19,Jay Bowley,11018,M,45,49,
NY19,Matthew Trusler,11021,M,40,44,
NY19,Tim Huiszoon,11028,M,30,34,Nike Vaporfly Next%
NY19,Brooke Weinstein,11022,F,30,34,Nike 4%
NY19,Kenneth Yoon,11023,M,45,49,
NY19,Chris Marriott,11027,M,35,39,adidas adidas adizero Boston Boost 6 BOOST 6
NY19,Martin Aroztegui,11025,M,30,34,
NY19,Daniel Ramos,11028,M,40,44,
NY19,Fabiano Arantes,11024,M,35,39,
NY19,David Wright,11031,M,45,49,Nike VaporFly 4%
NY19,Ashley Fanning,11028,F,30,34,VIVOBAREFOOT NONE
NY19,Holden Collick,11030,M,25,29,Nike Pegasus Turbo 2
NY19,Aurelian Oancea,11032,M,40,44,Nike VF4%
NY19,Gerjan de Lange,11036,M,35,39,
NY19,Mike Cliffe,11041,M,35,39,ASICS Yellows
NY19,James Behan,11041,M,35,39,Nike Pegasus Turbo BRS
NY19,Luke Jackson,11042,M,20,24,
NY19,Alberto Barcia Pidre,11033,M,40,44,
NY19,Tatsuhiko Shibata,11045,M,40,44,
NY19,Floris Rooijmans,11054,M,30,34,Nike Vaporfly Next%
NY19,Luke Kennedy,11051,M,35,39,
NY19,Igor Extremo,11056,M,40,44,
NY19,Patrick Madigan,11058,M,35,39,
NY19,Fred Urfer,11059,M,40,44,
NY19,Eric Smith,11062,M,40,44,
NY19,Karim Bendouma,11066,M,35,39,Nike Vaporfly 4% Flyknit
NY19,Timothy Cash,11060,M,40,44,
NY19,Greg Swiatek,11062,M,30,34,Nike Vaporyfly 4%
NY19,Trevor Holmgren,11052,M,25,29,
NY19,Kyle Krisher,11068,M,35,39,Nike Zoom Fly
NY19,Sidsel Horsholt,11068,F,30,34,
NY19,Michael Truhlar,11069,M,20,24,
NY19,Davide Bonacina,11072,M,40,44,
NY19,Antonello Colucci,11071,M,25,29,
NY19,Matthew Reynolds,11068,M,45,49,
NY19,Jamie Rytlewski,11076,M,40,44,Nike Vaporfly 4% Flyknit
NY19,Lexi Nastos,11077,M,25,29,Nike Epic React FK 2
NY19,Marie-Ange Brumelot,11081,F,25,29,
NY19,Ajay Nair,11082,M,20,24,
NY19,Estuardo Novales,11075,M,35,39,
NY19,Bridget Zimmerman,11079,F,25,29,Nike Vapor Fly Next %
NY19,Erik Shipley,11082,M,40,44,
NY19,Cc Lee,11087,M,50,54,Nike ZoomX Vaporfly Next%
NY19,Joseph Ferguson,11087,M,45,49,Nike ZoomX Vaporfly Next%
NY19,Jin U Bak,11083,M,25,29,
NY19,Michael Perczyszyn,11085,M,30,34,Nike VaporFly 4%
NY19,Insik Choi,11088,M,35,39,
NY19,Jeffry Rodriguez,11087,M,35,39,
NY19,Rene Cuahuizo,11099,M,35,39,
NY19,Jon Riise,11094,M,35,39,
NY19,Mariusz Wira,11095,M,45,49,
NY19,Kevin Matheny,11097,M,25,29,Nike Free - RN Flyknit 2018
NY19,Daniel Torba,11101,M,35,39,
NY19,Nigel McGregor,11102,M,35,39,Nike Vaporfly 4% Bright Crimson NYCMs
NY19,Dirk Gates,11106,M,55,59,Nike ZoomX
NY19,Robert Rivera,11099,M,40,44,
NY19,Gary Smolyak,11107,M,20,24,Nike PEGASUS 34
NY19,Rory Campbell,11111,M,40,44,HOKA ONE ONE Gaviota 2 Bk
NY19,Mike Gigliotti,11105,M,40,44,Nike VaporFly 4%
NY19,Samuel Relano,11085,M,35,39,Nike VaporFly 4%
NY19,Kevin Dean,11084,M,40,44,New Balance 1500v5 - 09/21/2019
NY19,David Urista,11124,M,25,29,Nike 4%
NY19,Joshua Millard,11126,M,40,44,Nike VaporFly 4%
NY19,Jake Bertanza,11127,M,30,34,Nike Vaporfly Next%
NY19,James Murphy,11127,M,40,44,
NY19,Giuliana Coli,11133,F,25,29,HOKA ONE ONE Clifton 6 - W
NY19,Rob Buwalda,11134,M,50,54,Nike Next % Green
NY19,Mikel Anton,11135,M,40,44,
NY19,Carly Spataro,11134,F,30,34,
NY19,James Neal,11137,M,40,44,New Balance Pace V2
NY19,Fergal Glynn,11128,M,40,44,
NY19,Nicholas Mueller,11080,M,35,39,
NY19,Adrian Polidano,11135,M,40,44,
NY19,Frode Johansen,11094,M,50,54,
NY19,Andrew Rose,11088,M,45,49,Brooks Launch
NY19,Derek Hutton,11149,M,25,29,New Balance Beacon
NY19,Field Failing,11149,M,35,39,
NY19,William Gasparrini,11146,M,20,24,
NY19,Alex Galitsky,11151,M,40,44,
NY19,Ray Barrett,11151,M,45,49,Nike VaporFly 4%
NY19,Roberto Mandje,11150,M,35,39,Barefoot (No Shoes) ಠ_ಠ
NY19,Susan Lewis,11152,F,40,44,Nike Vaporfly Next%
NY19,Corey Morenz,11135,M,35,39,
NY19,Robert Rivera,11099,M,40,44,
NY19,Vince Davis,11151,M,55,59,
NY19,Alex Bostrom,11157,M,30,34,Altra Escalante 1.5
NY19,Gaurav Hariani,11160,M,45,49,Nike Vapors
NY19,Kate Wichmann,11156,F,30,34,
NY19,Maksim Tarnovskiy,11156,M,45,49,
NY19,Ryan Greguske,11160,M,25,29,
NY19,Antonio Lamonarca,11154,M,25,29,Brooks Glicerine 17
NY19,Justin Tufano,11141,M,35,39,
NY19,Andrew Rafal,11165,M,40,44,
NY19,Evan Dzik,11166,M,25,29,adidas Adizero Adios 3
NY19,Richard Scott,11157,M,30,34,
NY19,Jochen Tilk,11162,M,55,59,
NY19,Maurice Sonneville,11165,M,50,54,Mizuno WAVE RIDER 22 - RED
NY19,Annmarie Charno,11169,F,25,29,
NY19,Adam Wende,11171,M,40,44,
NY19,Hugo Lopez,11170,M,35,39,
NY19,Barron Hanson,11142,M,25,29,Nike Zoom Fly
NY19,Megan Gubbins,11175,F,35,39,
NY19,Redmar Rieter,11176,M,30,34,Nike Epic React Flyknit 2
NY19,Oistein Widding,11170,M,50,54,
NY19,Walter Downey,11176,M,55,59,
NY19,Kevin Vogt,11178,M,40,44,Nike ZoomX Vaporfly Next%
NY19,Jaromir Szurlej,11180,M,30,34,
NY19,Hayo van Houten,11181,M,25,29,Nike 4% Vaporfly
NY19,Adam Wende,11171,M,40,44,Nike ZoomX
NY19,Tyler Larson,11183,M,20,24,HOKA ONE ONE Clifton 1
NY19,Aidan Cooper,11184,M,25,29,Salomon Sense Ride 2
NY19,Robin Puls,11189,M,40,44,New Balance FRESH FOAM ZANTE SOLAS
NY19,Dmitrii Parilov,11186,M,35,39,Nike vomero 9
NY19,Shmuel Zalmanov,11194,M,30,34,
NY19,Alex Waldhour,11173,M,25,29,
NY19,Drake Breshears,11187,M,25,29,Nike Next %
NY19,Semen Denisov,11174,M,30,34,Saucony Kinvara IV
NY19,Benjamin McAdoo,11196,M,25,29,ASICS Gel Nimbus 21
NY19,Fuad Velasco,11188,M,45,49,
NY19,Jason Metakis,11197,M,40,44,Nike Zoom Vaporfly 4% Flyknit
NY19,James Lee,11193,M,30,34,
NY19,Mark Finnerty,11178,M,35,39,
NY19,Vincent Garos,11195,M,35,39,
NY19,Shaun Simpson,11197,M,30,34,Nike Vaporfly Next%
NY19,James Colligan,11191,M,25,29,
NY19,Lorenz de Blok,11193,M,25,29,Brooks Adrenaline GTS
NY19,Richard Scott,11157,M,30,34,Nike Next%
NY19,Camille Feuillat,11202,F,25,29,
NY19,Vaughn Nelson,11203,M,35,39,Nike ZoomX Vaporfly Next%
NY19,Benjamin McAdoo,11196,M,25,29,
NY19,Yannick Segur,11203,M,40,44,
NY19,Simon Wolnizer,11207,M,30,34,Nike Next % - Pink
NY19,Edward Distel,11212,M,35,39,Nike ZoomX Vaporfly Next% #27
NY19,Frank Webb,11208,M,45,49,
NY19,Craig Phillips,11208,M,40,44,ASICS Flyte Foam
NY19,Ralph Toussie,11208,M,45,49,
NY19,Paul Taylor,11210,M,40,44,
NY19,Rick Torres,11212,M,55,59,HOKA ONE ONE Stinson
NY19,Martijn Bloemberg,11208,M,20,24,
NY19,Matthew Shofner,11214,M,35,39,Nike Vaporfly 4% FK
NY19,Lukas van Eeden,11211,M,30,34,
NY19,Roberto Maldonado,11211,M,45,49,Nike Vaporfly
NY19,Simon Wolnizer,11207,M,30,34,ASICS Dynaflyte 4
NY19,Leslie McCampbell,11216,M,25,29,Nike Pegasus Turbo
NY19,Andy VanDeest,11220,M,35,39,
NY19,Alia Karaman,11214,F,35,39,Nike Next%
NY19,Owen Dare,11216,M,55,59,
NY19,Alex Schwartz,11226,M,35,39,
NY19,Ryan Briscoe,11177,M,35,39,New Balance 860
NY19,Mike Cooke,11228,M,40,44,On Cloudflow NYC
NY19,Megha Doshi,11230,F,35,39,Nike Vaporfly Next%
NY19,Bartosz Tuszewski,11226,M,40,44,
NY19,Martin McKinney,11229,M,30,34,
NY19,Martin McKinney,11229,M,30,34,
NY19,Máté Telek,11230,M,25,29,
NY19,Henri Laitervo,11231,M,45,49,adidas Adizero Adios 4
NY19,Eric Hallam,11232,M,40,44,adidas Supernova ST M
NY19,Daniel Barrett,11226,M,40,44,Nike Zoom Vapormax 4%
NY19,Graham Foster,11232,M,25,29,HOKA ONE ONE Carbon X
NY19,Jeff Gibson,11230,M,50,54,HOKA ONE ONE Clifton 4 Blues
NY19,James Pobanz,11236,M,50,54,HOKA ONE ONE Carbon
NY19,Brent Blacklock,11232,M,40,44,
NY19,Richard Nacin,11237,M,45,49,Nike VF4 FK
NY19,Geoffrey Atkinson,11234,M,55,59,
NY19,Scott Macausland,11234,M,40,44,Salomon Sonic RA Pro (blue)
NY19,Timo Kranzusch,11241,M,45,49,
NY19,Brian Mazeski,11240,M,45,49,
NY19,Sean O'Neill,11242,M,50,54,
NY19,Daniel Cochran,11244,M,35,39,
NY19,Ben Ward,11250,M,45,49,
NY19,Mathieu Rioux,11243,M,35,39,
NY19,Lingqiao Tang,11250,F,30,34,
NY19,Kevin Canavan,11248,M,25,29,
NY19,Andrew Lennon,11250,M,35,39,Nike Next %
NY19,Jake Slovis,11253,M,30,34,Nike Next
NY19,Frederick Ketchum,11251,M,25,29,
NY19,Scott Atwood,11289,M,45,49,
NY19,Vito Lentini,11251,M,20,24,
NY19,Adan Retana,11257,M,40,44,
NY19,Piotr Bulacz,11258,M,45,49,
NY19,Oscar Stapleton,11257,M,18,19,New Balance Vases Rush V2
NY19,Andy Eggleston,11252,M,35,39,
NY19,Michael Aubrey,11214,M,30,34,
NY19,Christopher Voss,11255,M,30,34,
NY19,Eric Johnson,11259,M,30,34,Saucony Ride
NY19,Salvatore Barbanti,11256,M,40,44,HOKA ONE ONE Mach 2
NY19,Bruce Leong,11264,M,30,34,
NY19,Antony Blake,11263,M,45,49,
NY19,Karim Rahim,11273,M,50,54,
NY19,Samuel Munnelly,11273,M,20,24,
NY19,Marcos Freddo,11275,M,45,49,Nike Vaporfly Next%
NY19,Tim Hoehn,11273,M,35,39,
NY19,Alexandre Laugerotte,11271,M,30,34,
NY19,Larry Dufresne,11280,M,35,39,New Balance 1400V6
NY19,Christopher Kim,11280,M,40,44,Nike Vaporfly Next%
NY19,Morgan Mengini,11278,F,30,34,
NY19,James Anderson,11283,M,30,34,Nike Next%
NY19,Aidan Taylor,11269,M,25,29,New Balance 1500v5
NY19,Geoff Chapman,11281,M,25,29,
NY19,Davide Rho,11279,M,40,44,
NY19,Gianluca Galetti,11278,M,45,49,
NY19,Matthew Bush,11280,M,25,29,Nike Pegasus 35 Turbo
NY19,John Ong,11278,M,30,34,
NY19,Robert Johnson,11288,M,35,39,New Balance fresh foam zante brooklyn
NY19,Kenji Hirohata,11268,M,35,39,adidas UltraBoost
NY19,Joaquin Lopez Lopez,11282,M,45,49,
NY19,Lance Brady,11289,M,45,49,Nike Zoom Fly
NY19,Scott Atwood,11289,M,45,49,Nike Vaporfly
NY19,Collin Zeffer,11288,M,25,29,Nike Structure 22 (All blue)
NY19,Eric Treffeisen,11292,M,25,29,
NY19,Julien Georges,11289,M,35,39,adidas Adizero Boston Boost
NY19,Lahcen El Fertak,11288,M,55,59,
NY19,Carlo Del Giglio,11286,M,45,49,
NY19,Jan Cahlik,11290,M,25,29,
NY19,Michael Bergquist,11289,M,45,49,
NY19,Kyle Svilar,11291,M,35,39,
NY19,Cole Wintheiser,11296,M,20,24,Brooks Ravenna 10
NY19,Andrew Calyvopoulos,11299,M,45,49,Nike Zoom Vaporfly
NY19,James Coleman,11296,M,40,44,Mizuno wave rider 19
NY19,Jaysen Cole,11296,M,45,49,New Balance FuelCell Rebel newer
NY19,David Finkbiner,11300,M,25,29,
NY19,Fabien Eymonerie,11298,M,40,44,
NY19,Kevin Malloy,11296,M,45,49,
NY19,John McCarthy,11305,M,40,44,
NY19,Christopher Wilson,11299,M,40,44,Nike vapor fly 4%
NY19,Mugove Madziyire,11308,M,45,49,
NY19,Ilaria Novelli,11307,F,25,29,
NY19,John Hiestand,11310,M,50,54,Nike Pegasus 35
NY19,Raj Borsellino,11313,M,30,34,
NY19,Chelsea Ellis,11309,F,30,34,Nike Vaporfly 4% Flyknit
NY19,Bob Keuzekamp,11313,M,55,59,
NY19,Laurent Banon,11315,M,40,44,Brooks Adrelanine
NY19,Abigail Anderson,11315,F,25,29,
NY19,Jane Mccann,11313,F,25,29,
NY19,Francesco Dangelo,11316,M,25,29,
NY19,Padraic Fallon,11311,M,35,39,
NY19,Joe Fernandez,11316,M,40,44,
NY19,Phil South,11324,M,50,54,Nike Flyknt Vfy 4 %ers-Crs/Bl/Crs
NY19,Michal Wysocki,11320,M,40,44,
NY19,Guzman Sarmiento Valido,11326,M,45,49,Nike Zoom Fly
NY19,Mirjam BrÃ¤ndle,11318,F,25,29,
NY19,Sankalp Shiva,11324,M,30,34,
NY19,Steve Sze,11330,M,50,54,Nike VaporFly 4%
NY19,Adam Prentis,11324,M,55,59,
NY19,David Mercer,11329,M,50,54,Nike Vaporfly NEXT% (electric green)
NY19,Quintan Loar,11329,M,30,34,
NY19,Johan Nordquist,11321,M,45,49,
NY19,Hendrick Ehlers,11329,M,30,34,
NY19,Steven Vitabile,11363,M,25,29,adidas ADIZERO BOSTON 6
NY19,Emmanuel Pollakis,11333,M,35,39,Nike Zoom x Pegasus 35 Turbo
NY19,Wouter Hazenberg,11321,M,30,34,
NY19,Matthew McKee,11331,M,25,29,Nike ZoomX VaporFly Next %
NY19,Claire Wendle,11331,F,20,24,
NY19,Andrea Bubula,11335,M,50,54,
NY19,Richard Critchley,11335,M,35,39,Nike ZoomX Vaporfly Next% (Green)
NY19,Tom Godfrey,11333,M,40,44,Nike VAPORFLY 4
NY19,Conor Krueger,11336,M,20,24,HOKA ONE ONE Rincon #2
NY19,Rich Ramberg,11316,M,35,39,
NY19,Lauren Perschetz,11334,F,20,24,
NY19,Simon Campo,11338,M,20,24,HOKA ONE ONE Clifton 6
NY19,Marcos Ramos,11341,M,35,39,
NY19,Andreja Zevnik,11340,F,35,39,
NY19,Brett Barnette,11344,M,35,39,
NY19,Yasuhiro Tabata,11344,M,50,54,
NY19,Cort Cramer,11403,M,40,44,Nike Vaporfly Next%
NY19,Francesco Rotatori,11351,M,40,44,
NY19,Jonathan Meythaler Falcones,11350,M,20,24,
NY19,Brenn Jones,11354,M,45,49,adidas Adios sub 2
NY19,Alex Salinas,11352,M,30,34,
NY19,Chabane Ould Younes,11352,M,40,44,
NY19,Kevin Schaaf,11350,M,30,34,
NY19,Andrew Maurer,11351,M,25,29,New Balance Rush
NY19,Craig Millikan,11358,M,45,49,
NY19,Chuck Thompson,11353,M,45,49,
NY19,Wendy Chapman,11348,F,50,54,
NY19,Daniel Ifcher,11356,M,50,54,
NY19,Sam Waters,11345,M,25,29,
NY19,Colin McAndrew,11370,M,30,34,
NY19,Gen Watanabe,11372,M,50,54,
NY19,Daniel Ifcher,11356,M,50,54,
NY19,Jaime Breshears,11373,F,35,39,Brooks Levitate
NY19,Pat Bradley,11375,M,50,54,Nike zoomfly3
NY19,Kevin Tschirhart,11345,M,30,34,
NY19,Manuel Garcia,11375,M,25,29,
NY19,Sebastian Burgener,11376,M,30,34,
NY19,Ali Spies,11374,F,30,34,
NY19,Gabriel Gil,11379,M,25,29,Nike Zoom Fly
NY19,Jiang Zhang,11374,M,45,49,Nike 4% Green
NY19,Hubert Stable,11381,M,35,39,
NY19,Bowen Xuan,11372,M,30,34,Nike Vaporfly Next%
NY19,Mark Ginocchio,11382,M,35,39,Nike Vaporflys
NY19,Charles Van Cauwenberghe,11385,M,30,34,adidas Adizero Adios 3
NY19,Stephanie Hillman,11388,F,30,34,HOKA ONE ONE Carbon X
NY19,Asif Bader,11386,M,25,29,
NY19,Andy Cross,11394,M,45,49,Nike VaporFly 4%
NY19,Dmytro Molchanov,11395,M,30,34,Nike Zoom Fly Flyknit Pure Platinum/Bright Crimson
NY19,Ilya Yaroshenko,11396,M,45,49,
NY19,Sylvia Piccinin Loutan,11396,F,40,44,
